fname,label,baby-coo,baby-cry,baby-sleep,baby-whine,y_pred
baby-coo.wav,baby-coo,0.9997979998588562,0.00017187902994919568,4.788244822861998e-08,3.002435369126033e-05,baby-coo
baby-cry.wav,baby-cry,0.030803022906184196,0.9013790488243103,0.021011436358094215,0.04680665582418442,baby-cry
baby-cry-cough.wav,baby-cry,4.75116075904225e-06,0.9998446106910706,2.5347865473257514e-10,0.00015065672050695866,baby-cry
baby-cry-long.wav,baby-cry,0.03035023994743824,0.8923285007476807,0.00811929814517498,0.06920221447944641,baby-cry
baby-sleep.wav,baby-sleep,2.3736927354245374e-11,7.789775935407306e-08,1.0,6.579548017526804e-11,baby-sleep
baby-whine.wav,baby-whine,0.00018236628966405988,0.009442964568734169,6.248494173632935e-05,0.9903122186660767,baby-whine
